,kw_cap
0,0.5727919195549562
1,0.6008264778826703
2,0.6107476960890088
3,0.5714540908293999
4,0.5551726792312879
5,0.5621094066082266
6,0.5638383344571813
7,0.5473099010788941
8,0.5386237356709372
9,0.5306374465947403
10,0.5269206242076871
11,0.6317018430883343
12,0.5694986513823331
13,0.5647439873904248
14,0.5769086311530681
15,0.6255265227916386
16,0.66519032366824
17,0.6962508428860418
18,0.6967237019554956
19,0.6615471454484154
20,0.6670845695886716
21,0.6441336255563048
22,0.6126618902899528
23,0.6095331535401214
24,0.595166048550236
25,0.5630972690492245
26,0.5494711171274443
27,0.5437078556979097
28,0.5189048662845583
29,0.5025412452461228
30,0.5039203191503708
31,0.5199135198921105
32,0.5459719600134861
33,0.546651269925826
34,0.5503356372218476
35,0.5574987075522589
36,0.6000442233985165
37,0.567275623735671
38,0.5914816250842886
39,0.6593654192178018
40,0.7071562151045179
41,0.7171512137559002
42,0.7321396945380985
43,0.7086088449089684
44,0.6728681164531356
45,0.6408609799730277
46,0.6198042256911666
47,0.6096566643964935
48,0.5988298494268376
49,0.5847920881321647
50,0.5723597437626433
51,0.5555019667565746
52,0.5506444144976399
53,0.541670038233311
54,0.5364831422791638
55,0.5381503146999326
56,0.547371712744437
57,0.5759206001348618
58,0.5755706900202292
59,0.6000442233985165
60,0.6344799954821307
61,0.6347477523263655
62,0.6402435378961564
63,0.6885888401888064
64,0.7319874126770061
65,0.763241178017532
66,0.7816218813216453
67,0.770004607552259
68,0.7369313890761969
69,0.7107907956844235
70,0.6767002697235334
71,0.6611763317599461
72,0.6235710271746459
73,0.6070632164531355
74,0.5912964149022251
75,0.5824044728927849
76,0.5739240278489547
77,0.5617593841537425
78,0.5673580018206339
79,0.5702190379635872
80,0.5937662958192853
81,0.6001266576534052
82,0.6159963474713418
83,0.6633586198921104
84,0.6867624187457856
85,0.6823980667565746
86,0.6787343782872556
87,0.7297763540121376
88,0.7431023263654754
89,0.7645831085637221
90,0.7719479096426163
91,0.765838559002023
92,0.7541844234659474
93,0.7439503823331085
94,0.7199461679028996
95,0.6766350863115307
96,0.650638064733648
97,0.6314955608226568
98,0.5980683299393121
99,0.5788641267700607
100,0.5623563160485502
101,0.5460131490222522
102,0.5511795908968308
103,0.5541434592043156
104,0.562088727781524
105,0.5779994380984492
106,0.5895674870532703
107,0.6101300854349293
108,0.6500206225893459
109,0.6477152730950775
110,0.6670833333108563
111,0.7256636325016858
112,0.750256967633176
113,0.7809507754551586
114,0.7848329399865138
115,0.7591037875927175
116,0.7350295569790964
117,0.7141622272420769
118,0.6841682960215779
119,0.6811010903573836
120,0.6395232636547539
121,0.617087379163857
122,0.5859652730950775
123,0.569622218476062
124,0.547721510451787
125,0.5326751517194875
126,0.5407438750505732
127,0.5437489885367498
128,0.5450045515846258
129,0.5397557877950101
130,0.5417318498314228
131,0.5719480782198246
132,0.5963187233310857
133,0.599797257788267
134,0.6371764441672286
135,0.6869669588671612
136,0.7392611820633851
137,0.7590090472016184
138,0.7264998873904248
139,0.7156606540795685
140,0.7296078894133513
141,0.721703809844909
142,0.6996429534726906
143,0.680998538772758
144,0.6432074061362104
145,0.6019173409979771
146,0.5845038772757923
147,0.5685106765340525
148,0.5559137446392448
149,0.5526409305461901
150,0.5626237918408631
151,0.5776086198921105
152,0.6140820409305462
153,0.6547549449089684
154,0.7014581928523264
155,0.7618041692515172
156,0.7800123061362104
157,0.7588032703978421
158,0.7494421220498989
159,0.7968247356709373
160,0.7956392447741065
161,0.828745335805799
162,0.8210800182063386
163,0.7869075637221847
164,0.7826920654079568
165,0.7667566871207013
166,0.746453360080917
167,0.7002279163857047
168,0.6480240503708699
169,0.6151112047875927
170,0.5968949763991909
171,0.5814576309507755
172,0.5658965497639918
173,0.5630973814565071
174,0.5765175320296696
175,0.6070631602832098
176,0.6601886378961564
177,0.660785682198247
178,0.6663844122049898
179,0.7448765455158461
180,0.7540156217127445
181,0.7078678354686446
182,0.7275908631153069
183,0.768275679703304
184,0.8031973479433582
185,0.8199727464598786
186,0.8305442231962239
187,0.7729688132164532
188,0.7485775455158462
189,0.7460580465273094
190,0.7142363452461228
191,0.6547176331759946
192,0.6270290514497638
193,0.587817824207687
194,0.5605449539447067
195,0.5489978646662171
196,0.5405173634524613
197,0.5435226455158463
198,0.557539840391099
199,0.5968332209710048
200,0.6556807709372893
201,0.6672074623735671
202,0.6855895704652731
203,0.7354084066082265
204,0.7155946277815239
205,0.6928952575859743
206,0.6679489211058665
207,0.7186247471341874
208,0.7979567882670263
209,0.801493032366824
210,0.7896000222521915
211,0.7421103621038435
212,0.7287144861766689
213,0.7444525738368173
214,0.7209504383007417
215,0.6678866037086986
216,0.6164080692515174
217,0.5858623848280513
218,0.5736976848954822
219,0.5624590919082939
220,0.5550697909642617
221,0.5537524162508429
222,0.5727714093054619
223,0.610212519689818
224,0.6517497752528659
225,0.671098224342549
226,0.6932872555630478
227,0.7579963472690492
228,0.7574200944032367
229,0.7314976399190829
230,0.7174144187457856
231,0.7685062373567094
232,0.8141722299393122
233,0.8342697795010116
234,0.8353526635198921
235,0.8248880087660149
236,0.8035844571813892
237,0.789348842211733
238,0.753105866486851
239,0.705562542144302
240,0.658006349763992
241,0.6267613508428861
242,0.5947131377612945
243,0.5819926950101147
244,0.5673991346594741
245,0.5734712857046529
246,0.5918109687795011
247,0.6171284558327714
248,0.6678456956844234
249,0.6820274780849629
250,0.6977742191503709
251,0.7835200606877951
252,0.7858168125421443
253,0.716718700606878
254,0.6989592602832098
255,0.7373677795010115
256,0.7720836702629804
257,0.8200467518543494
258,0.8314540343897505
259,0.8092612387053271
260,0.7615572602832098
261,0.7435757471341875
262,0.7227289838165879
263,0.695122611598112
264,0.6556602045178692
265,0.627852438772758
266,0.5940751292650035
267,0.5788640143627781
268,0.5626237918408631
269,0.5558107439649359
270,0.5661435716115982
271,0.5782877051247473
272,0.6022467408631154
273,0.5919344796358732
274,0.6441131714767363
275,0.6927924254888739
276,0.685465441672286
277,0.6711593616318274
278,0.6806267140930546
279,0.7195994605529333
280,0.7677240950775455
281,0.7870765340525961
282,0.775558215104518
283,0.7454159359406609
284,0.7239557768037761
285,0.7177437066756575
286,0.6787139804450438
287,0.649711732973702
288,0.626555686648685
289,0.5951866149696561
290,0.5798521016183412
291,0.5703630591368848
292,0.5490389975050574
293,0.5414435266351989
294,0.5522910204315576
295,0.5679548774780848
296,0.5808400763991907
297,0.5875502360080918
298,0.5988710946055292
299,0.6246825129467296
300,0.6504321757923128
301,0.6572862440997977
302,0.6552896156439649
303,0.7107953472690492
304,0.7600835583277141
305,0.7683704200944032
306,0.7277060013486177
307,0.7073986850977747
308,0.6720856933917735
309,0.6786723418745786
310,0.649011912811868
311,0.6218626095751855
312,0.5844833108563723
313,0.5568809844908968
314,0.5353097887390424
315,0.5230834457181389
316,0.5105274780849629
317,0.5153851427511801
318,0.5396117105192179
319,0.5729567318273768
320,0.6302812429534727
321,0.6372960215778827
322,0.6443477186109238
323,0.7003921105866486
324,0.7265203418745786
325,0.6603328838165881
326,0.6656229489548213
327,0.7132351092380311
328,0.7623807033041132
329,0.8062847828725557
330,0.7889207687120701
331,0.7683909865138233
332,0.7415710836142954
333,0.747585356035064
334,0.7099921894807822
335,0.6550841200269724
336,0.6143085524612273
337,0.571454034592043
338,0.5566959428860417
339,0.5497799505731625
340,0.5473923353337828
341,0.5524968532029669
342,0.5689429647336481
343,0.6078246797033041
344,0.6696369408631152
345,0.6956113735670937
346,0.7145949089683075
347,0.7600341085637221
348,0.76504012137559
349,0.6987902339851652
350,0.7028169251517195
351,0.7466799844908968
352,0.8027938860418072
353,0.8416140708024276
354,0.8379007639919084
355,0.811171218476062
356,0.7801934140256237
357,0.7630801867835468
358,0.7187934929197572
359,0.6804471227242077
360,0.6487443245448414
361,0.6047578669588672
362,0.5845450101146326
363,0.5692515733648009
364,0.5604626320296696
365,0.5649086311530681
366,0.5851007530006744
367,0.6189397617666893
368,0.6744527983816587
